loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho, rpm1, rpm2, rpm3, rpm4,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
12,80,3651666458329,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0066,0.0000,2.1362,1.5259,-1.3428,18.2142,-13.1734,-43.5154,0.0230,-0.0153,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0220,0.0124,0.0194,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
13,81,3651671443817,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0097,0.0000,1.5259,4.2114,-0.1221,5.8578,-3.4402,-30.5092,0.0243,-0.0131,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0240,0.0044,0.0196,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
14,82,3651676804593,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0126,0.0000,0.7324,3.3569,-0.3662,-9.8674,3.3203,-1.1385,0.0246,-0.0122,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0260,0.0066,0.0199,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
15,83,3651681498449,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0153,0.0000,0.3052,-1.2207,0.1221,-19.2639,6.1108,23.8641,0.0243,-0.0132,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0280,0.0200,0.0197,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
16,84,3651686481686,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0167,0.0000,-0.0610,-4.3945,-0.1831,-15.5985,7.3311,28.9864,0.0238,-0.0155,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0300,0.0300,0.0199,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
17,85,3651691774012,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0191,0.0000,0.3052,-4.3335,-0.0610,-2.6946,6.3218,10.5071,0.0232,-0.0174,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0320,0.0320,0.0199,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
18,86,3651696653846,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0216,0.0000,-0.7324,-0.1221,0.4883,10.2524,5.2933,-18.8636,0.0225,-0.0177,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0340,0.0331,0.0194,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
19,87,3651701727364,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0237,0.0000,-1.2817,1.7700,0.6104,12.5596,0.2877,-38.5984,0.0219,-0.0165,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0360,0.0250,0.0189,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
20,88,3651706977112,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0247,0.0000,-1.6479,2.9907,1.0986,6.5345,-3.4210,-39.4815,0.0216,-0.0150,-0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0380,0.0171,0.0181,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
21,89,3651711466200,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0269,0.0000,-0.7324,1.4038,-0.3662,-0.4495,-9.2154,-29.6810,0.0218,-0.0142,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0400,0.0160,0.0185,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
22,90,3651716472602,-10.4379,-0.1810,0.0912,0.0310,0.0610,-0.0290,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0283,0.0000,1.4648,-2.7466,0.1221,-1.5876,-10.9630,-17.8969,0.0228,-0.0144,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0420,0.0216,0.0187,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
23,91,3651721574825,-10.4379,-0.1810,0.0912,0.0410,0.0610,-0.0190,1.1651,5073.8281,5027.3438,5050.5859,5050.5859,12.0303,0.0000,2.1362,-2.3193,-1.5869,1.5159,-5.5091,-9.4306,0.0240,-0.0147,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1810,0.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0440,0.0260,0.0202,0.0000,0.0000,-0.5683,0.5251,0.5196,0.5223,0.5223,4
24,92,3651755116275,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5097.0703,5027.3438,4980.8594,4980.8594,12.0315,0.0000,2.0142,-0.1831,0.3662,1.2887,3.8885,-1.7544,0.0247,-0.0146,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0460,0.0460,0.0199,0.0000,0.0000,-0.5705,0.5278,0.5196,0.5141,0.5141,4
25,93,3651812683020,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0332,0.0000,-0.5493,-0.8545,0.2441,2.8189,-8.8246,-9.1991,0.0227,-0.0147,-0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0286,0.0423,0.0202,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
26,94,3651816838107,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0346,0.0000,2.9907,0.6714,0.4883,0.5380,-11.2075,3.1077,0.0238,-0.0144,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0021,0.0369,0.0199,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
27,95,3651821475136,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0353,0.0000,4.0894,1.7700,0.7324,-6.0108,-7.1033,14.9061,0.0252,-0.0142,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0254,0.0341,0.0194,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
28,96,3651826449916,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0368,0.0000,2.3193,2.6855,1.2817,-11.6869,-0.8127,21.6252,0.0261,-0.0145,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0384,0.0356,0.0185,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
29,97,3651831747116,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0378,0.0000,0.3662,0.1221,-0.7324,-13.6260,7.1417,13.4024,0.0263,-0.0157,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0428,0.0414,0.0192,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
30,98,3651836470427,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0387,0.0000,-1.4648,-5.1880,-1.4038,-5.9893,10.3901,-11.2972,0.0255,-0.0174,-0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0401,0.0493,0.0203,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
31,99,3651841478412,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0397,0.0000,-2.8687,-4.6997,-1.5259,7.6510,13.1590,-41.2264,0.0243,-0.0184,-0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0351,0.0499,0.0213,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
32,100,3651847092449,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0402,0.0000,-2.7466,-1.9531,-1.8921,18.1138,5.6313,-59.7224,0.0227,-0.0178,-0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0297,0.0406,0.0224,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
33,101,3651851538834,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0407,0.0000,-2.0752,4.0894,1.7090,17.4898,-0.9326,-47.6399,0.0218,-0.0155,-0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0303,0.0247,0.0207,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
34,102,3651856576357,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0414,0.0000,-1.2207,6.2256,1.2207,4.0790,-10.7904,-10.2040,0.0217,-0.0132,-0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0351,0.0130,0.0196,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
35,103,3651861664457,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0419,0.0000,0.9766,2.2583,2.0142,-9.7192,-17.5701,30.0104,0.0228,-0.0126,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0458,0.0152,0.0182,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
36,104,3651866768931,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0428,0.0000,3.8452,-1.7090,-0.0000,-18.5753,-19.8308,44.9070,0.0249,-0.0137,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0592,0.0271,0.0186,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
37,105,3651871404460,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0436,0.0000,4.6997,-6.1035,-1.1597,-12.1819,-4.9121,18.9089,0.0274,-0.0161,-0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0707,0.0430,0.0200,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
38,106,3651876496893,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0440,0.0000,2.6245,-5.1270,-2.0142,0.9062,13.6360,-20.0737,0.0281,-0.0178,-0.0073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0686,0.0496,0.0216,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
39,107,3651881801717,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0445,0.0000,-2.2583,-0.7935,1.2207,7.4908,24.0836,-40.9089,0.0266,-0.0177,-0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0532,0.0440,0.0203,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
40,108,3651886382628,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0453,0.0000,-4.6387,3.2959,0.1221,4.7986,20.6195,-39.3503,0.0237,-0.0166,-0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0348,0.0338,0.0198,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
41,109,3651891343535,-10.4810,-0.1510,0.1007,0.0410,0.0610,-0.0190,1.1651,5050.5859,4934.3750,5050.5859,5073.8281,12.0453,0.0000,-4.3335,3.3569,2.6245,0.7029,6.2786,-22.7566,0.0213,-0.0158,-0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1510,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0241,0.0284,0.0175,0.0000,0.0000,-0.5705,0.5223,0.5087,0.5223,0.5251,4
