loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
1,325,2897744868052,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2222,0.0000,-0.1831,-0.1221,-0.0000,-0.1267,-0.2829,-10.5811,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2,326,2897748994131,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2222,0.0000,-0.1831,-0.1221,-0.0610,-0.1554,-0.2373,-10.5691,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0005,-0.0005,0.0005,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
3,327,2897753375344,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2229,0.0000,0.0000,0.0000,-0.0000,-0.1458,-0.2781,-10.5620,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0010,-0.0010,0.0010,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
4,328,2897757732810,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2220,0.0000,0.0000,-0.0610,-0.0000,-0.1506,-0.2373,-10.5930,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0015,-0.0015,0.0015,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
5,329,2897762458894,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2213,0.0000,0.1221,0.0000,0.1221,-0.1626,-0.2901,-10.6145,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0020,-0.0020,0.0019,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
6,330,2897767747195,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2213,0.0000,-0.1831,-0.1831,-0.0000,-0.1506,-0.2805,-10.6002,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0025,-0.0024,0.0024,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
7,331,2897772375583,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2215,0.0000,-0.1831,-0.2441,-0.0000,-0.1530,-0.2493,-10.6073,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0030,-0.0029,0.0028,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
8,332,2897777635972,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2222,0.0000,-0.0610,-0.1221,0.1831,-0.1482,-0.2469,-10.5739,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0035,-0.0034,0.0033,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
9,333,2897782880279,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2222,0.0000,-0.0610,-0.2441,0.1831,-0.1626,-0.2733,-10.5787,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0040,-0.0038,0.0037,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
10,334,2897787365728,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2217,0.0000,-0.1831,-0.1221,0.1221,-0.1411,-0.2853,-10.5763,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0045,-0.0043,0.0041,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
11,335,2897792393813,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2222,0.0000,-0.1831,-0.2441,0.1221,-0.1482,-0.2805,-10.6264,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0050,-0.0048,0.0045,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
12,336,2897797782018,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2225,0.0000,-0.0610,-0.1221,-0.0000,-0.1435,-0.2613,-10.5978,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0055,-0.0052,0.0049,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
13,337,2897802616337,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2225,0.0000,-0.1831,-0.1221,0.1831,-0.1458,-0.2493,-10.6026,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0060,-0.0056,0.0053,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
14,338,2897807535479,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2227,0.0000,-0.1831,-0.2441,0.1831,-0.1530,-0.2709,-10.5978,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0065,-0.0061,0.0057,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
15,339,2897812478076,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2217,0.0000,0.0610,0.0000,0.1221,-0.1195,-0.2589,-10.5644,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0070,-0.0065,0.0061,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
16,340,2897817948186,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2220,0.0000,0.0610,0.0000,-0.0000,-0.1554,-0.2565,-10.5572,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0075,-0.0069,0.0064,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
17,341,2897822383142,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2225,0.0000,0.0000,0.0000,-0.0000,-0.1195,-0.2733,-10.5501,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0080,-0.0074,0.0068,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
18,342,2897827346736,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2234,0.0000,-0.1831,-0.1221,-0.0000,-0.1889,-0.2829,-10.5644,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0085,-0.0078,0.0071,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
19,343,2897832341701,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2234,0.0000,0.0000,0.0000,-0.0000,-0.1578,-0.2613,-10.5930,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0090,-0.0082,0.0075,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
20,344,2897837826726,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2239,0.0000,0.0000,0.0000,-0.0000,-0.1148,-0.2613,-10.5405,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0095,-0.0086,0.0078,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
21,345,2897842356253,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2242,0.0000,-0.2441,-0.1221,0.1221,-0.1315,-0.2493,-10.6002,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0100,-0.0090,0.0081,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
22,346,2897847328304,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2239,0.0000,0.0000,0.0000,-0.0000,-0.1219,-0.2781,-10.5715,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0105,-0.0094,0.0084,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
23,347,2897852909067,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2234,0.0000,0.0000,0.0000,-0.0610,-0.1745,-0.2445,-10.6097,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0110,-0.0098,0.0087,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
24,348,2897857625693,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2237,0.0000,-0.0610,-0.2441,0.1221,-0.1458,-0.2661,-10.5405,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0115,-0.0102,0.0090,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
25,349,2897862382481,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2237,0.0000,-0.0610,-0.1221,-0.0000,-0.1315,-0.2589,-10.6026,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0120,-0.0106,0.0092,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
26,350,2897867768645,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2234,0.0000,-0.0610,-0.1831,-0.0000,-0.1411,-0.2349,-10.6384,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0125,-0.0109,0.0094,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
27,351,2897872454400,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2234,0.0000,-0.2441,-0.1221,0.1221,-0.1698,-0.2086,-10.6073,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0130,-0.0113,0.0096,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
28,352,2897877498651,-0.0013,NAN,NAN,-0.0490,0.6210,0.3110,0.0000,12.2229,0.0000,0.0000,0.0000,-0.0000,-0.1674,-0.2901,-10.6240,0.0235,-0.0183,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0135,-0.0117,0.0097,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
29,353,2897882386171,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.0610,-0.1221,-0.0000,-0.1243,-0.2469,-10.5501,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0140,-0.0120,0.0098,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
30,354,2897895018669,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.1831,-0.1831,-0.0000,-0.1530,-0.2925,-10.5668,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0145,-0.0124,0.0099,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
31,355,2897896561048,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.0610,-0.1831,-0.0000,-0.1674,-0.2373,-10.5739,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0150,-0.0128,0.0101,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
32,356,2897913399781,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2232,0.0000,-0.0610,-0.1221,-0.0610,-0.1004,-0.2661,-10.6408,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0155,-0.0131,0.0102,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
33,357,2897915713559,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,0.0000,0.0000,-0.0000,-0.1554,-0.2493,-10.6240,0.0235,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0160,-0.0134,0.0104,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
34,358,2897917650636,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,0.0000,-0.0610,-0.0610,-0.1554,-0.2709,-10.6073,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0165,-0.0138,0.0105,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
35,359,2897922725174,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2232,0.0000,-0.0610,-0.3052,-0.0000,-0.1650,-0.2253,-10.5477,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0170,-0.0141,0.0105,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
36,360,2897927352646,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2232,0.0000,0.0000,0.0000,-0.0000,-0.1578,-0.2421,-10.6217,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0175,-0.0144,0.0105,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
37,361,2897932347403,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.0610,-0.1831,-0.1221,-0.1148,-0.2829,-10.6503,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0180,-0.0148,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
38,362,2897937664867,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.1831,-0.1831,-0.0000,-0.1339,-0.3045,-10.5668,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0185,-0.0151,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
39,363,2897942282173,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2229,0.0000,-0.0610,-0.1221,-0.0000,-0.2128,-0.2469,-10.6121,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0190,-0.0154,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
40,364,2897947368043,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.0610,-0.1221,0.1221,-0.1172,-0.2589,-10.5811,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0195,-0.0157,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
41,365,2897952671925,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,-0.0610,-0.1831,-0.1221,-0.1458,-0.2613,-10.5835,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0200,-0.0160,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
42,366,2897957925064,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,-0.0610,-0.1221,-0.0000,-0.1506,-0.2493,-10.5668,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0205,-0.0163,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
43,367,2897962334565,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,0.1221,-0.0610,-0.0000,-0.1482,-0.2925,-10.5906,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0210,-0.0166,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
44,368,2897967375982,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,0.0610,0.0000,-0.0000,-0.1650,-0.2973,-10.6336,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0215,-0.0169,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
45,369,2897972643536,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,0.0000,0.0000,-0.0000,-0.1315,-0.2781,-10.5739,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0220,-0.0172,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
46,370,2897977353955,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,-0.0610,-0.1831,-0.0000,-0.1721,-0.2469,-10.6360,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0225,-0.0174,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
