loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
2041,2365,2908369551835,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2186,0.0000,-0.2441,-0.1221,-0.0000,-0.1578,-0.3021,-10.6646,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0179,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2042,2366,2908374245340,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2184,0.0000,-0.0610,-0.1221,-0.0000,-0.1315,-0.2469,-10.5357,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2043,2367,2908379748488,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2179,0.0000,-0.0610,-0.1221,-0.0000,-0.1745,-0.2038,-10.5954,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2044,2368,2908384537855,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2176,0.0000,0.0000,0.0000,0.1221,-0.1769,-0.2685,-10.5763,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2045,2369,2908389517822,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2169,0.0000,-0.0610,-0.1221,-0.0000,-0.1506,-0.2733,-10.5644,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2046,2370,2908394681265,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2167,0.0000,-0.1831,-0.2441,0.1831,-0.1578,-0.2517,-10.5453,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2047,2371,2908399423596,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2164,0.0000,0.0610,-0.0610,0.1221,-0.1482,-0.2397,-10.5357,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2048,2372,2908404440725,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2167,0.0000,-0.0610,-0.1221,-0.0000,-0.1578,-0.2277,-10.6527,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2049,2373,2908409329996,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2169,0.0000,-0.0610,-0.1831,-0.0000,-0.1291,-0.2517,-10.5930,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2050,2374,2908414751863,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2167,0.0000,-0.0610,-0.1831,-0.0000,-0.1650,-0.2709,-10.5477,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2051,2375,2908419359212,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2176,0.0000,-0.1831,-0.1221,-0.0610,-0.1291,-0.2877,-10.5691,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2052,2376,2908424515447,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2186,0.0000,-0.0610,-0.1221,0.1221,-0.1291,-0.2901,-10.6050,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2053,2377,2908429878822,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2186,0.0000,-0.0610,-0.1831,-0.0000,-0.1482,-0.2565,-10.6097,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2054,2378,2908439555335,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2198,0.0000,0.0000,0.0000,0.1831,-0.1339,-0.2757,-10.6455,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2055,2379,2908441523325,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2200,0.0000,0.0000,-0.0610,0.1221,-0.1793,-0.2805,-10.6145,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2056,2380,2908445350194,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2203,0.0000,-0.1831,-0.1221,0.1831,-0.1554,-0.2469,-10.5954,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0176,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2057,2381,2908449461693,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2208,0.0000,-0.0610,-0.1221,-0.0610,-0.1578,-0.2541,-10.6455,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2058,2382,2908454369419,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2205,0.0000,-0.0610,-0.1221,-0.0000,-0.1650,-0.2901,-10.6360,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2059,2383,2908459328764,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2227,0.0000,-0.1831,-0.1221,-0.0000,-0.1889,-0.2781,-10.6026,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2060,2384,2908464810414,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2220,0.0000,0.0000,-0.0610,0.1221,-0.1793,-0.2349,-10.5787,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2061,2385,2908469484130,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2220,0.0000,-0.1831,-0.3052,0.1221,-0.1554,-0.2637,-10.5524,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0177,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2062,2386,2908474301744,-0.0013,NAN,NAN,0.0410,0.1710,-0.0090,0.0000,12.2217,0.0000,-0.0610,-0.1221,-0.0610,-0.1554,-0.2901,-10.5954,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0178,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2063,2387,2908497403899,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2215,0.0000,0.1221,0.0000,-0.0610,-0.1698,-0.2661,-10.5954,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0179,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2064,2388,2908501118450,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2220,0.0000,-0.0610,-0.1221,-0.0610,-0.0956,-0.2661,-10.5668,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0179,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2065,2389,2908504165006,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2220,0.0000,-0.0610,-0.1831,-0.0610,-0.1698,-0.2541,-10.6240,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2066,2390,2908509095979,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2227,0.0000,-0.0610,-0.1221,-0.0000,-0.1339,-0.2949,-10.6121,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2067,2391,2908515574373,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2227,0.0000,-0.0610,-0.1221,-0.0000,-0.1315,-0.2565,-10.6073,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2068,2392,2908519356082,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2227,0.0000,-0.1831,-0.2441,-0.0000,-0.1554,-0.2397,-10.6145,0.0249,-0.0208,-0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2069,2393,2908524429370,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2225,0.0000,-0.1831,-0.1221,-0.0000,-0.1076,-0.2997,-10.5811,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2070,2394,2908529469995,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2229,0.0000,-0.0610,-0.1831,-0.0000,-0.1482,-0.2829,-10.5787,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2071,2395,2908534778877,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2220,0.0000,0.0000,-0.0610,-0.0610,-0.1076,-0.2901,-10.5715,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2072,2396,2908539286906,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2213,0.0000,-0.2441,-0.0610,-0.0000,-0.1769,-0.2397,-10.6169,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2073,2397,2908544488177,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2217,0.0000,-0.0610,-0.1831,-0.0000,-0.1554,-0.2637,-10.5453,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2074,2398,2908549953122,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2217,0.0000,0.0610,-0.0610,0.1831,-0.1841,-0.2565,-10.5978,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2075,2399,2908554403492,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2227,0.0000,0.0000,-0.1221,-0.0000,-0.1745,-0.2949,-10.5548,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2076,2400,2908559358254,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2217,0.0000,-0.0610,-0.3052,0.1221,-0.1674,-0.2421,-10.5835,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0179,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2077,2401,2908565528022,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2222,0.0000,-0.0610,-0.1831,-0.0610,-0.1578,-0.2445,-10.5071,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2078,2402,2908569419508,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2222,0.0000,0.0000,0.0000,-0.0610,-0.1650,-0.2421,-10.6121,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2079,2403,2908574256577,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2215,0.0000,-0.1831,-0.1221,-0.0000,-0.1387,-0.2373,-10.5811,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0180,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2080,2404,2908579375567,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2217,0.0000,0.0000,-0.1831,-0.0610,-0.1578,-0.2493,-10.6050,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2081,2405,2908584795434,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2225,0.0000,-0.0610,-0.2441,-0.0000,-0.1530,-0.2062,-10.5333,0.0249,-0.0209,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2082,2406,2908589348458,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2225,0.0000,-0.0610,-0.1221,-0.0000,-0.1626,-0.2397,-10.6050,0.0249,-0.0209,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2083,2407,2908594317426,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2227,0.0000,0.0000,0.0000,-0.0000,-0.1554,-0.2637,-10.6360,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2084,2408,2908599321015,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2222,0.0000,0.0000,0.0610,-0.0000,-0.1363,-0.2661,-10.6073,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2085,2409,2908604717510,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2222,0.0000,-0.0610,-0.2441,0.1221,-0.1745,-0.2757,-10.5405,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
2086,2410,2908609360063,-0.0013,NAN,NAN,-0.0190,-0.0390,-0.1190,0.0000,12.2217,0.0000,-0.1831,-0.1221,-0.0000,-0.1578,-0.2661,-10.5811,0.0249,-0.0208,-0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0181,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
