loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho, rpm1, rpm2, rpm3, rpm4,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,thrust_mot1,thrust_mot2,thrust_mot3,thrust_mot4,flight_mode
0,-1,0,-10.5694,-0.1273,0.0010,-0.0390,0.0510,0.0210,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2321,0.0000,-0.0610,-0.1221,-0.0000,-0.2008,-0.1175,-10.5882,0.0091,-0.0049,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2316,0.0000,-0.1221,-0.0610,-0.0000,-0.1219,-0.0983,-10.5859,0.0091,-0.0051,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2307,0.0000,-0.0610,-0.1831,-0.0000,-0.1674,-0.1055,-10.5548,0.0091,-0.0051,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2302,0.0000,-0.1831,-0.1831,-0.2441,-0.1554,-0.1414,-10.5882,0.0091,-0.0051,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2295,0.0000,-0.1221,-0.0610,-0.0000,-0.1913,-0.0959,-10.5811,0.0091,-0.0051,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2285,0.0000,-0.1221,-0.0610,-0.1221,-0.2080,-0.1151,-10.5787,0.0091,-0.0051,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2285,0.0000,0.0000,0.0000,-0.0610,-0.1650,-0.1558,-10.5739,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2275,0.0000,-0.0610,-0.1831,0.1221,-0.0932,-0.1870,-10.5882,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2271,0.0000,-0.0610,-0.1831,-0.0000,-0.1315,-0.1079,-10.5333,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2266,0.0000,0.0000,0.0610,-0.0000,-0.1626,-0.1127,-10.5691,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2256,0.0000,0.0000,0.0000,-0.0000,-0.1506,-0.1534,-10.6002,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5407,-0.1430,-0.0341,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2249,0.0000,0.0000,-0.0610,-0.0000,-0.0837,-0.1366,-10.5477,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.4588,-0.1902,-0.0297,-0.0190,0.1210,0.0410,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2246,0.0000,0.0000,-0.1831,-0.0000,-0.1435,-0.1007,-10.6837,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.4588,-0.1902,-0.0297,-0.0090,0.1210,-0.0190,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2239,0.0000,-0.1831,-0.0610,-0.0000,-0.1721,-0.0791,-10.5859,0.0091,-0.0052,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.4588,-0.1902,-0.0297,-0.0090,0.1210,-0.0190,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2232,0.0000,-0.1221,-0.0610,0.1221,-0.1913,-0.0959,-10.6121,0.0091,-0.0053,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5290,-0.1536,-0.0151,-0.0090,0.0910,0.0110,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2229,0.0000,-0.0610,-0.2441,-0.1221,-0.0932,-0.1366,-10.5620,0.0091,-0.0053,-0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.3953,-0.2142,-0.0568,-0.0390,0.1110,0.0010,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2234,0.0000,0.0000,0.0000,-0.0000,-0.1482,-0.1534,-10.6384,0.0096,-0.0074,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.3953,-0.2142,-0.0568,-0.0390,0.1110,0.0010,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2242,0.0000,-0.2441,-0.1831,-0.0000,-0.1602,-0.1462,-10.5524,0.0096,-0.0074,-0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.3953,-0.2142,-0.0568,-0.0390,0.1110,0.0010,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2249,0.0000,-0.0610,-0.1221,0.1221,-0.1745,-0.0935,-10.6073,0.0096,-0.0074,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5694,-0.1202,-0.0421,-0.0390,0.1110,0.0010,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2256,0.0000,-0.1221,-0.0610,0.1221,-0.1984,-0.1319,-10.5715,0.0096,-0.0074,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5694,-0.1202,-0.0421,0.0110,0.1210,0.0510,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2266,0.0000,-0.0610,-0.2441,-0.0000,-0.1984,-0.1295,-10.5811,0.0096,-0.0074,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5694,-0.1202,-0.0421,0.0110,0.1210,0.0510,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2273,0.0000,-0.0610,-0.1221,-0.0000,-0.1411,-0.1055,-10.5715,0.0096,-0.0075,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5694,-0.1202,-0.0421,0.0110,0.1210,0.0510,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2287,0.0000,0.0000,0.0000,-0.0000,-0.1435,-0.1630,-10.5596,0.0096,-0.0075,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
0,-1,0,-10.5694,-0.1202,-0.0421,0.0110,0.1210,0.0510,1.1765,8025.5859,8025.5859,8025.5859,8025.5859,12.2302,0.0000,-0.0610,-0.1221,-0.0000,-0.1626,-0.1079,-10.5811,0.0096,-0.0075,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.0000,0.0000,0.0000,0.0000,4
