loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho, rpm1, rpm2, rpm3, rpm4,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2336,0.0000,-0.0610,-0.1831,-0.0000,-0.1769,-0.1678,-10.5501,0.0114,-0.0014,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2353,0.0000,0.1221,0.0000,-0.0000,-0.1148,-0.1774,-10.6145,0.0114,-0.0014,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2367,0.0000,0.0000,-0.1831,0.1221,-0.1387,-0.2349,-10.6097,0.0114,-0.0014,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2384,0.0000,-0.1831,-0.1831,-0.0000,-0.1435,-0.1606,-10.6145,0.0114,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2399,0.0000,0.0000,0.0000,-0.0000,-0.1626,-0.2277,-10.6551,0.0114,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2413,0.0000,0.0000,-0.0610,-0.0000,-0.1411,-0.1702,-10.6026,0.0114,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2430,0.0000,0.0000,0.0000,-0.0000,-0.1841,-0.2230,-10.6240,0.0114,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2452,0.0000,-0.0610,-0.1831,-0.0000,-0.1506,-0.1774,-10.6073,0.0115,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2466,0.0000,-0.1831,-0.1831,-0.0000,-0.1674,-0.2206,-10.5930,0.0115,-0.0015,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4170,-0.2113,0.0244,0.0710,0.6110,0.3410,1.1659,23.4375,23.4375,23.4375,23.4375,12.2483,0.0000,0.0000,-0.1831,-0.0000,-0.1817,-0.1654,-10.5859,0.0115,-0.0016,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0500,2.6400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
