loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho, rpm1, rpm2, rpm3, rpm4,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight_mode
0,-1,0,-10.4659,-0.1344,0.1332,0.0710,0.0710,0.0310,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2384,0.0000,-0.1221,-0.0610,-0.0610,-0.1721,-0.2014,-10.5859,0.0124,-0.0014,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2408,0.0000,-0.1831,-0.1831,0.1221,-0.1339,-0.2014,-10.6002,0.0124,-0.0014,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2428,0.0000,-0.0610,-0.2441,0.1221,-0.1458,-0.2277,-10.5978,0.0125,-0.0014,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2449,0.0000,0.0610,-0.0610,0.1221,-0.1411,-0.2182,-10.6408,0.0125,-0.0014,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2474,0.0000,-0.0610,-0.3052,0.1221,-0.1219,-0.2445,-10.6431,0.0125,-0.0015,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2495,0.0000,0.0000,0.0000,-0.0000,-0.1889,-0.2158,-10.6455,0.0125,-0.0015,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2515,0.0000,-0.0610,-0.1221,-0.0000,-0.1578,-0.2397,-10.5978,0.0125,-0.0015,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2539,0.0000,-0.0610,-0.1831,0.1221,-0.1363,-0.1894,-10.6145,0.0125,-0.0015,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2565,0.0000,-0.0610,-0.1221,-0.0610,-0.1554,-0.1966,-10.5668,0.0125,-0.0015,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2592,0.0000,0.1221,0.0000,-0.0000,-0.1315,-0.2158,-10.6646,0.0126,-0.0016,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2592,0.0000,0.0000,-0.0610,-0.0000,-0.1554,-0.1918,-10.5835,0.0126,-0.0016,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2587,0.0000,0.0610,0.0000,-0.0000,-0.1219,-0.1774,-10.5835,0.0126,-0.0016,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2587,0.0000,-0.0610,-0.1831,0.1831,-0.1721,-0.2158,-10.6240,0.0126,-0.0016,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2585,0.0000,-0.0610,-0.1831,-0.0000,-0.1817,-0.2134,-10.6431,0.0126,-0.0016,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4659,-0.1344,0.1332,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2592,0.0000,-0.0610,-0.3052,-0.0000,-0.1506,-0.2134,-10.5978,0.0126,-0.0017,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2592,0.0000,-0.0610,-0.2441,-0.0000,-0.1124,-0.1654,-10.6097,0.0126,-0.0017,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2602,0.0000,0.0000,0.0000,-0.0610,-0.1363,-0.1966,-10.5930,0.0126,-0.0017,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2604,0.0000,0.0000,-0.1221,-0.0610,-0.1219,-0.1966,-10.5501,0.0127,-0.0017,-0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2607,0.0000,-0.0610,-0.1831,-0.0000,-0.1243,-0.1750,-10.5739,0.0127,-0.0017,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2609,0.0000,0.0610,-0.0610,-0.0000,-0.1100,-0.2253,-10.6073,0.0127,-0.0018,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2614,0.0000,0.0610,0.0000,-0.0000,-0.1363,-0.1846,-10.5691,0.0127,-0.0018,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2614,0.0000,-0.0610,-0.2441,0.1221,-0.1889,-0.1750,-10.6193,0.0127,-0.0018,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2621,0.0000,0.0000,0.0000,-0.0000,-0.1961,-0.2038,-10.6026,0.0127,-0.0018,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2624,0.0000,-0.0610,-0.1831,-0.0000,-0.1435,-0.2110,-10.6264,0.0127,-0.0019,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2621,0.0000,0.0610,-0.1831,-0.0000,-0.1458,-0.2206,-10.5811,0.0128,-0.0020,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2624,0.0000,0.0000,-0.1831,-0.0000,-0.1076,-0.2277,-10.5930,0.0128,-0.0020,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2624,0.0000,0.1221,0.0000,-0.0000,-0.1578,-0.2277,-10.5954,0.0129,-0.0020,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2621,0.0000,0.0000,-0.0610,-0.1221,-0.1243,-0.1822,-10.6384,0.0129,-0.0020,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2616,0.0000,0.0000,-0.1221,-0.0610,-0.1721,-0.2182,-10.6193,0.0129,-0.0020,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2619,0.0000,0.0000,-0.0610,-0.0000,-0.1148,-0.2110,-10.5859,0.0129,-0.0021,-0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
0,-1,0,-10.4244,-0.1814,0.1038,0.0410,0.0710,0.0410,1.1670,8025.5859,8025.5859,8025.5859,8025.5859,12.2616,0.0000,-0.0610,-0.1831,-0.0610,-0.1769,-0.1822,-10.6240,0.0129,-0.0021,-0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,-0.1000,-0.1000,-0.1000,4
